kategorija,datum,uvrstitev,drzava,mesto,disciplina,id
Alpen Cup,09-01-2010,2,SLO,Kranj,HS109,2892
Qualification,05-01-2010,52,AUT,Bischofshofen,HS140,2816
World Cup,03-01-2010,36,AUT,Innsbruck,HS130,2815
Qualification,03-01-2010,34,AUT,Innsbruck,HS130,2814
World Cup,01-01-2010,28,GER,Garmisch-Partenkirchen,HS140,2813
Qualification,31-12-2009,26,GER,Garmisch-Partenkirchen,HS140,2812
World Cup,29-12-2009,32,GER,Oberstdorf,HS137,2811
Qualification,28-12-2009,29,GER,Oberstdorf,HS137,2810
Qualification,20-12-2009,27,SUI,Engelberg,HS137,3001
World Cup,20-12-2009,27,SUI,Engelberg,HS137,2809
Qualification,19-12-2009,16,SUI,Engelberg,HS137,2807
World Cup,19-12-2009,26,SUI,Engelberg,HS137,2808
Qualification,18-12-2009,42,SUI,Engelberg,HS137,2804
World Cup,06-12-2009,31,NOR,Lillehammer,HS140,2803
World Cup,05-12-2009,22,NOR,Lillehammer,HS140,2802
Qualification,04-12-2009,24,NOR,Lillehammer,HS140,2801
Continental Cup,13-09-2009,19,POL,Wisla,HS134,2925
Continental Cup,12-09-2009,14,POL,Wisla,HS134,2924
Continental Cup,04-07-2009,51,SLO,Kranj,HS109,2890
Continental Cup,03-07-2009,25,SLO,Velenje,HS94,2889
Continental Cup,15-03-2009,2,ITA,Pragelato,HS140,2738
Continental Cup,14-03-2009,44,ITA,Pragelato,HS140,2737
Continental Cup,08-03-2009,4,NOR,Trondheim,HS140,2712
Continental Cup,07-03-2009,29,NOR,Trondheim,HS140,2711
Continental Cup,01-03-2009,23,POL,Wisla,HS134,2732
Continental Cup,28-02-2009,15,POL,Wisla,HS134,2731
Juniors,19-02-2009,1,POL,Szczyrk,Team HS106,2734
Juniors,17-02-2009,1,POL,Szczyrk,HS106,2733
FIS Junior World Ski Championships,06-02-2009,5,SVK,Strbske Pleso,Team HS100,2777
FIS Junior World Ski Championships,05-02-2009,6,SVK,Strbske Pleso,HS100,2779
Continental Cup,25-01-2009,2,SLO,Kranj,HS109,2762
Continental Cup,24-01-2009,11,SLO,Kranj,HS109,2761
FIS Cup,11-01-2009,5,CZE,Harrachov,HS100,2760
FIS Cup,10-01-2009,3,CZE,Harrachov,HS100,2759
Continental Cup,04-01-2009,18,GER,Braunlage,HS100,2614
Continental Cup,03-01-2009,21,GER,Braunlage,HS100,2613
Alpen Cup,20-12-2008,39,AUT,Seefeld,HS100,2632
Alpen Cup,19-12-2008,23,AUT,Seefeld,HS100,2631
Alpen Cup,05-10-2008,5,GER,Oberstdorf,HS100,2676
Alpen Cup,04-10-2008,15,GER,Oberstdorf,HS100,2674
FIS Race,09-03-2008,9,ITA,Pragelato,HS106,2528
FIS Race,08-03-2008,20,ITA,Pragelato,HS106,2432
Juniors,01-03-2008,7,FRA,Bois d Amont,HS81,2532
FIS Race,24-02-2008,25,GER,Hinterzarten,HS108,2495
FIS Race,23-02-2008,38,GER,Hinterzarten,HS108,2494
FIS Cup,17-02-2008,4,POL,Szczyrk,HS106,2514
FIS Cup,17-02-2008,17,POL,Szczyrk,HS106,2515
FIS Race,20-01-2008,32,SLO,Kranj,HS109,2391
FIS Race,19-01-2008,34,SLO,Kranj,HS109,2390
FIS Race,22-12-2007,34,AUT,Seefeld,HS98,2509
FIS Race,21-12-2007,51,AUT,Seefeld,HS98,2508
FIS Race,14-10-2007,27,GER,Oberstdorf,HS100,2474
FIS Race,13-10-2007,39,GER,Oberstdorf,HS100,2473
FIS Cup,29-07-2007,22,AUT,Bischofshofen,HS78,2440
FIS Cup,28-07-2007,55,AUT,Bischofshofen,HS78,2439
Juniors,03-03-2007,11,ITA,Dobbiaco/Toblach,HS74,2339
FIS Race,25-02-2007,7,SLO,Planica,HS109,2345
FIS Race,24-02-2007,36,SLO,Planica,HS109,2344
FIS Race,01-10-2006,35,GER,Oberstdorf,HS100,2294
FIS Race,30-09-2006,26,GER,Oberstdorf,HS100,2189
FIS Race,10-09-2006,30,SUI,Einsiedeln,HS117,2151
FIS Race,09-09-2006,36,SUI,Einsiedeln,HS78,2150
